2.16801562	0.00942224
2.16942187	0.00928716
2.17082812	0.00905057
2.17223437	0.00879200
2.17364062	0.00836561
2.17504687	0.00860466
2.17645313	0.00901764
2.17657273	0.00944301
2.17678675	0.01055395
2.17681262	0.01166489
2.17677845	0.01277583
2.17661663	0.01388677
2.17645313	0.01458515
2.17603063	0.01499772
2.17504687	0.01546139
2.17367172	0.01610866
2.17364062	0.01612071
2.17321920	0.01610866
2.17275914	0.01499772
2.17249697	0.01388677
2.17223437	0.01365542
2.17082812	0.01304817
2.16942187	0.01301468
2.16801562	0.01296217
2.16660938	0.01317944
2.16520312	0.01359918
2.16475876	0.01388677
2.16379688	0.01450133
2.16318956	0.01499772
2.16239062	0.01568936
2.16180271	0.01610866
2.16098437	0.01653921
2.15957812	0.01703682
2.15925995	0.01721960
2.15817187	0.01796843
2.15716519	0.01833054
2.15676563	0.01863658
2.15535937	0.01909960
2.15395313	0.01912079
2.15294722	0.01944148
2.15395313	0.01982250
2.15535937	0.02005463
2.15632250	0.02055242
2.15570971	0.02166337
2.15535937	0.02188373
2.15395313	0.02275582
2.15393346	0.02277431
2.15254687	0.02338049
2.15114063	0.02365908
2.14973437	0.02348561
2.14887966	0.02277431
2.14847363	0.02166337
2.14911028	0.02055242
2.14973437	0.01971139
2.15033587	0.01944148
2.15114063	0.01879604
2.15150896	0.01833054
2.15254687	0.01809561
2.15395313	0.01783160
2.15535937	0.01723810
2.15538868	0.01721960
2.15676563	0.01647332
2.15712886	0.01610866
2.15789146	0.01499772
2.15817187	0.01470947
2.15895118	0.01388677
2.15957812	0.01295229
2.15972634	0.01277583
2.16050239	0.01166489
2.16098437	0.01105944
2.16156629	0.01055395
2.16239062	0.01030685
2.16379688	0.01008280
2.16520312	0.00989654
2.16660938	0.00968026
2.16786798	0.00944301
2.16801562	0.00942224
