2.16801562	0.01044676
2.16942187	0.01039833
2.17082812	0.01039259
2.17223437	0.01045306
2.17364062	0.01054121
2.17372528	0.01055395
2.17504687	0.01153808
2.17518463	0.01166489
2.17568947	0.01277583
2.17561419	0.01388677
2.17541353	0.01499772
2.17504687	0.01582046
2.17489453	0.01610866
2.17427702	0.01721960
2.17364062	0.01799957
2.17295627	0.01833054
2.17223437	0.01871944
2.17130260	0.01944148
2.17082812	0.01955397
2.16942187	0.01966453
2.16801562	0.01981478
2.16660938	0.01944249
2.16660882	0.01944148
2.16660938	0.01944127
2.16801562	0.01886661
2.16925353	0.01833054
2.16942187	0.01805199
2.16976000	0.01721960
2.16942187	0.01679225
2.16821690	0.01610866
2.16801562	0.01605383
2.16660938	0.01593833
2.16520312	0.01587376
2.16448789	0.01610866
2.16379688	0.01628225
2.16239062	0.01667936
2.16105062	0.01721960
2.16098437	0.01726654
2.15957812	0.01781823
2.15863217	0.01833054
2.15817187	0.01848721
2.15676563	0.01865287
2.15535937	0.01897681
2.15395313	0.01911447
2.15317063	0.01944148
2.15281703	0.02055242
2.15395313	0.02110640
2.15535937	0.02143826
2.15610708	0.02166337
2.15676563	0.02204978
2.15817187	0.02211666
2.15897265	0.02166337
2.15957812	0.02146900
2.16098437	0.02110393
2.16239062	0.02058420
2.16263540	0.02055242
2.16379688	0.02040891
2.16520312	0.02016139
2.16598489	0.02055242
2.16520312	0.02091690
2.16452862	0.02166337
2.16379688	0.02185993
2.16239062	0.02253254
2.16189764	0.02277431
2.16098437	0.02333557
2.16051786	0.02388525
2.15957812	0.02450384
2.15844770	0.02499619
2.15817187	0.02520855
2.15738789	0.02610713
2.15676563	0.02655415
2.15606013	0.02610713
2.15637924	0.02499619
2.15596026	0.02388525
2.15535937	0.02348487
2.15395313	0.02343108
2.15254687	0.02362647
2.15114063	0.02357475
2.14973437	0.02310174
2.14938025	0.02277431
2.14832812	0.02171922
2.14827607	0.02166337
2.14812763	0.02055242
2.14832812	0.02009421
2.14908310	0.01944148
2.14973437	0.01890063
2.15042822	0.01833054
2.15114063	0.01806301
2.15254687	0.01783086
2.15395313	0.01737699
2.15420504	0.01721960
2.15535937	0.01689078
2.15674532	0.01610866
2.15676563	0.01610008
2.15817187	0.01546687
2.15907810	0.01499772
2.15957812	0.01472168
2.16064563	0.01388677
2.16098437	0.01347677
2.16165872	0.01277583
2.16239062	0.01247180
2.16379688	0.01194575
2.16443496	0.01166489
2.16520312	0.01125187
2.16660938	0.01062402
2.16688125	0.01055395
2.16801562	0.01044676
